Text,lables
"First let me say that I just got an order in of 5 different spices, all are great except the cayenne, I do allot of cajun cooking and know cayenne very well, I have been using the no salt cajun mix for almost a year now and it is as good as the mixes I get in Louisiana ( Tonys ), I wanted to get some cayenne to bump up the heat for marinades and was disapointed with this product, has more of a parika taste than a pepper taste. If it was a prime item I would return it.",Negative
I have thoroughly enjoyed my Bigelow Pomegranate Green Tea (K-Cup). I have a large cup every morning -- add a little honey to sweeten and it is a perfect start to the day!,Positive
"While this stuff may be fine, I'm not going to risk my life to it when it comes already opened.<br />There's no way to tell if a few people might have taste tested this stuff before it got to me...  or what else they may have done to it.<br />Do you want to test your kharma on it?",Negative
"I've bought these greenies twice now from Amazon.  Amazon has one of the best prices on the Internet, but I still feel the product is way too expensive.  I'm now using a cheaper product from Walmart that is supposed to do the same thing so far as cleaning teeth.",Positive
This is the worst cola product I've ever tasted.  The after-taste is bitter and has a chemical taste.  I definitely won't buy this product again.,Negative
"Description said flavored, but what kind of flavor?  I purchased, and I did not like the flavor: it had a cinnamon taste to it.  Description should mention the flavor to expect.  Hawaiian hazelnut is very good and subtle.  Works great with my Senseo",Negative
These are very good a little hot but that is what makes them good. I have purchased some more.,Positive
"Update: Thanks to the wonderful folks at Lowe's they got the stripped screws out of the bottom of the item, and I purchased some new better quality screws to put back in it. Now that my item is fixed, I still will not give this product 5 stars, just because I do not think it is worth its cost.  I think as easy as the belt comes on and off that is something that should be addressed whenever the company goes to make a newer model.<br /><br />Received this off my wishlist for Christmas and was excited to use it, it steamed the veggies just fine, however it would not blend. The blade and its unit inside the baby food maker would not spin. I noticed other people on here have had the same problems. I tried to call the Baby Brezza company at 9:23 am EST since on their website it says their business hours are 9-5 EST. However their automated system would not let me speak to a customer service representative, you have to leave a message. Sorry, I want to talk to some one and NOT wait to be called back at YOUR convenience, but rather MINE. I gave them their chance, so I now have to wait to receive the Amazon invoice in the mail from my mother since she is the one who purchased it here on Amazon for me, and then I will be printing a FREE shipping label and returning with ease through Amazon. I was really looking forward to this baby food maker, however, I think I am going to be going with a different brand. This thing is a piece of crap. IT is so disappointing to try to make your baby food and to have this thing not work; on top of that, their customer service has disappointed me too.",Neutral
"I bought theses for my friend.She said they are not as she remembers. The original had almonds on top. I ate one and liked it. I'm younger than her and don't remember these.I see they are comparing these to Snickers almond,yummy.",Neutral
"Can anyone explain why none of the adults on my staff, who happily gobble these up during meetings, won't eat the green ones? I can understand it with kids - but with people 34 - 65????<br /><br />Please add more pineapple Life Savers to the package and win my staff's hearts!<br /><br />What more can I say? They're Life Savers.",Positive
"Yuck! I have been eating Quaker instant oatmeal since I was a kid (almost 40 years) and I loved it! I'm certain Quaker did something to the recipe that has been working forever, why change it?! About a year ago, I bought a few flavors at the local store, ate a few packets and gave them away! I figured maybe it was just a bad batch. I tried again with this order, eww, yuck, gross, disgusting. Even the smell isn't right! I guess it's to each their own, my mid-teen cousin likes it but friends and family my age don't. Anywho, no more Quaker for me, Great Value is better, Best Choice is better, MEH!!!",Negative
Sadly i got really excited when i saw this and the toy these go into that i bought a few flavors and the toy ASAP. She isnt into them =[ hopefully she comes around and starts to use it but we will see. If she does i will make an update!,Negative
what can i say... great cookies. the only way to improve it is if it came with some cold milk.,Positive
"I like these because they do taist like chai latte however, I think the milk flaver is a little weak or watered down taisting. It helps to add milk or creamer after it is done, but it still taist a little off. They are sweat right out of the machine so no suger needed and the chai spice is strong, the milk or creamer helps mellow that down too. I will probly buy these again until I can find one thats better.",Neutral
